,chpca_link,name,website,phone,address,bed
11,https://www.chpca.ca/listing/prince-albert-parkland-health-region/,Prince Albert Parkland Health Region,http://www.paphr.ca,306-765-2450,"1521 6th Avenue West
Prince Albert, Saskatchewan. S6V 5K1",
12,https://www.chpca.ca/listing/prairie-north-regional-health-authority-meadow-lake/,Prairie North Regional Health Authority - Meadow Lake,http://www.pnrha.ca/Pages/default.aspx,(306) 236-1500,"2-711 Center Street
Meadow Lake, Saskatchewan. S9X 1E6",0
13,https://www.chpca.ca/listing/prairie-hospice-society-saskatoon/,Prairie Hospice Society,http://www.prairiehospice.org,(306) 249-5554,"302 506 25th St East
Saskatoon, Saskatchewan. S7K 4A7",0
14,https://www.chpca.ca/listing/pasqua-hospital-palliative-care-unit/,Pasqua Hospital,https://www.rqhealth.ca/departments/palliative-care,(306) 766-2674,"4101 Dewdney Avenue
Regina, Saskatchewan",9
15,https://www.chpca.ca/listing/parkland-integrated-health-centre/,Parkland Integrated Health Centre,http://www.paphr.ca/locations/hospitals/parkland-integrated-health-centre,(306) 747-2603,"211 2nd Avenue West box 70
Shellbrook, Saskatchewan. S0J 2E0",0
16,https://www.chpca.ca/listing/melfort-home-care/,Melfort Home Care,http://www.kelseytrailhealth.ca/Facilities/Melfort/Pages/default.aspx,(306) 752-1780,"401 Burns Ave E, Box 1480
Melfort, Saskatchewan. S0E 1A0",0
17,https://www.chpca.ca/listing/hospice-at-glengarda/,Hospice at Glengarda,http://www.samaritanplace.ca/home.html,(306) 844-4330,"301 Hilliard St E
Saskatoon, Saskatchewan. S7J 0E5",15
18,https://www.chpca.ca/listing/haven-4-eight-battlefords-indian-and-metis-friendship-centre/,Haven-4-Eight (Battlefords Indian and Métis Friendship Centre),https://afcs.ca/centre/battleford-indian-metis-friendship-centre/,306-445-8216,"960 – 103 Street North
Battleford, Saskatchewan",1
19,https://www.chpca.ca/listing/grasslands-health-centre/,Grasslands Health Centre,(306) 476-2534,(306) 476-2030,"Highway 2 North
Rockglen, Saskatchewan. S0H 3R0",0
20,https://www.chpca.ca/listing/gerbrandt-homes-country-rose-carehome/,Gerbrandt Homes (Country Rose Carehome),https://saskatooncarehome.ca/,(306) 850-3492,"262 Wedge Rd
Saskatoon, Saskatchewan",5
21,https://www.chpca.ca/listing/five-hills-health-region/,Five Hills Health Region,http://www.fhhr.ca,(306) 691-6500,"455 Fairford St. E.
Moose Jaw, Saskatchewan. S6H 1H3",
22,https://www.chpca.ca/listing/cypress-health-region/,Cypress Health Region,http://www.cypresshealth.ca,(306) 750-9379,"429 - 4th Avenue NE
Swift Current, Saskatchewan. S9H 2J9",
23,https://www.chpca.ca/listing/caring-hearts/,Caring Hearts,http://www.caringheartssk.ca/education-resources,306-523-2786,"2310 Smith Street
Regina, Saskatchewan",0
24,https://www.chpca.ca/listing/canadian-cancer-societys-cancer-information-service/,Canadian Cancer Society's Cancer Information Service,http://www.cancer.ca,(888) 939-3333,"Ottawa, Canada-wide",0
25,https://www.chpca.ca/listing/canadian-cancer-society-saskatchewan/,Canadian Cancer Society - Saskatchewan,http://www.cancer.ca/en/?region=sk,(306) 790-5822,"1910 McIntyre Street
Regina, Saskatchewan. S4P 2R3",0
