,link,operator,facility,name,bed,address_1,address_2,cityline,phone
41,https://standardsandlicensing.alberta.ca/detail_page.html?ID=907,Operated by GREEN ACRES FOUNDATION,Lodge,GOLDEN ACRES LODGE,45,1615 13 Street North,,"Lethbridge , Alberta, T1H 2V2",Phone: (403) 328-9422
42,https://standardsandlicensing.alberta.ca/detail_page.html?ID=916,Operated by KNEEHILL HOUSING CORPORATION,Lodge,GOLDEN HILLS LODGE,84,814 1 Street North,,"Three Hills , Alberta, T0M 2A0",Phone: (403) 443-5333
43,https://standardsandlicensing.alberta.ca/detail_page.html?ID=964,Operated by RIMOKA HOUSING FOUNDATION,Lodge,GOLDEN LEISURE LODGE,90,5608 57 Avenue,,"Ponoka , Alberta, T4J 1P2",Phone: (403) 783-3940
44,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1672,Operated by ACADIA FOUNDATION,Lodge,HANNA LODGE,72,603 Palliser Trail,PO Box 160,"Hanna , Alberta, T0J 1P0",Phone: (403) 854-3288
45,https://standardsandlicensing.alberta.ca/detail_page.html?ID=953,Operated by NORTH PEACE HOUSING FOUNDATION,Lodge,HARVEST LODGE,131,10400 108 Street,Box 579,"Fairview , Alberta, T0H 1L0",Phone: (780) 835-2862
46,https://standardsandlicensing.alberta.ca/detail_page.html?ID=871,Operated by COUNTY OF STETTLER HOUSING AUTHORITY,Lodge,HEART HAVEN LODGE,70,6011 50 Avenue,,"Stettler , Alberta, T0C 2L2",Phone: (403) 742-9220
47,https://standardsandlicensing.alberta.ca/detail_page.html?ID=908,Operated by GREEN ACRES FOUNDATION,Lodge,HERITAGE LODGE,74,601 6 Street South,,"Lethbridge , Alberta, T1J 2E4",Phone: (403) 327-1116
48,https://standardsandlicensing.alberta.ca/detail_page.html?ID=929,Operated by M.D. OF ST. PAUL FOUNDATION,Lodge,HERITAGE LODGE,50,5338 50 Avenue,Box 780,"Elk Point , Alberta, T0A 1A0",Phone: (780) 724-4449
49,https://standardsandlicensing.alberta.ca/detail_page.html?ID=887,Operated by GRANDE SPIRIT FOUNDATION,Lodge,HERITAGE LODGE,74,10111 96 Street,,"Grande Prairie , Alberta, T8V 1Z8",Phone: (780) 532-8712
50,https://standardsandlicensing.alberta.ca/detail_page.html?ID=3092,Operated by HOMELAND HOUSING,Lodge,HERITAGE PLACE LODGE,44,10015 101 Avenue,,"Morinville , Alberta, T8R 1M2",Phone: (780) 939-3212
51,https://standardsandlicensing.alberta.ca/detail_page.html?ID=954,Operated by NORTH PEACE HOUSING FOUNDATION,Lodge,HERITAGE TOWER SENIOR CITIZENS COMPLEX,129,10123 103 Avenue,,"Peace River , Alberta, T8S 1J8",Phone: (780) 624-3919
52,https://standardsandlicensing.alberta.ca/detail_page.html?ID=881,Operated by WESTWINDS COMMUNITIES,Lodge,HIGH COUNTRY LODGE,46,707 Government Road,,"Black Diamond , Alberta, T0L 0H0",Phone: (403) 933-4028
53,https://standardsandlicensing.alberta.ca/detail_page.html?ID=852,Operated by BARRHEAD AND DISTRICT SOCIAL HOUSING ASSOCIATION,Lodge,HILLCREST LODGE,121,4321 52 Ave,,"Barrhead , Alberta, T7N 1M6",Phone: (780) 674-2787
54,https://standardsandlicensing.alberta.ca/detail_page.html?ID=962,Operated by PROVOST SENIOR CITIZENS HOME FOUNDATION,Lodge,HILLCREST LODGE,66,5428 51 Street,Box 510,"Provost , Alberta, T0B 3S0",Phone: (780) 753-2534
55,https://standardsandlicensing.alberta.ca/detail_page.html?ID=878,Operated by EAGLE HILL FOUNDATION (1995),Lodge,HILLSIDE LODGE,41,4801 53 Avenue,Box 279,"Two Hills , Alberta, T0B 4K0",Phone: N/A
56,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1462,Operated by DRUMHELLER AND DISTRICT SENIORS FOUNDATION,Lodge,HILLVIEW LODGE,36,696 6 Avenue East,,"Drumheller , Alberta, T0J 0Y5",Phone: (403) 823-3290 EXT: 225
57,https://standardsandlicensing.alberta.ca/detail_page.html?ID=855,Operated by BEAVER FOUNDATION,Lodge,HOLDEN LODGE,37,4820 52 Avenue Box 277,PO Box 370,"Holden , Alberta, T0B 2C0",Phone: (780) 688-3817
58,https://standardsandlicensing.alberta.ca/detail_page.html?ID=928,Operated by MD OF MINBURN FOUNDATION,Lodge,HOMESTEAD SENIOR CITIZEN S LODGE,70,5253 46 Avenue,,"Vegreville , Alberta, T9C 1P9",Phone: (780) 632-6211
59,https://standardsandlicensing.alberta.ca/detail_page.html?ID=955,Operated by NORTH PEACE HOUSING FOUNDATION,Lodge,HOMESTEADER LODGE,30,904 2 Avenue East,Box 699,"Hines Creek , Alberta, T0H 2A0",Phone: (780) 494-3500
60,https://standardsandlicensing.alberta.ca/detail_page.html?ID=419,Operated by HYTHE & DISTRICT PIONEER HOMES - ADVISORY COMMITTEE,Lodge,HYTHE & DISTRICT PIONEER HOME,92,10404 100 Street,,"Hythe , Alberta, T0H 2C0",Phone: (780) 356-3077
61,https://standardsandlicensing.alberta.ca/detail_page.html?ID=938,Operated by SILVERA FOR SENIORS,Lodge,JAMES SHOULDICE LODGE,61,4730 19 Avenue NW,,"Calgary , Alberta, T3B 4V2",Phone: (403) 288-7977
62,https://standardsandlicensing.alberta.ca/detail_page.html?ID=3411,Operated by MD OF OPPORTUNITY #17 - WABASCA DESMARAIS HOUSING AUTHORITY,Lodge,KEEKENOW SENIOR FACILITY,57,900 Mistassiniy Rd S,,"Wabasca , Alberta, T0G 2K0",Phone: (780) 891-2985
63,https://standardsandlicensing.alberta.ca/detail_page.html?ID=892,Operated by GEF SENIORS HOUSING,Lodge,KIWANIS PLACE LODGE,222,10330 120 Street NW,,"Edmonton , Alberta, T5K 2A6",Phone: (780) 488-4205
64,https://standardsandlicensing.alberta.ca/detail_page.html?ID=853,Operated by BARRHEAD AND DISTRICT SOCIAL HOUSING ASSOCIATION,Lodge,KLONDIKE PLACE,60,4310 51 Avenue,,"Barrhead , Alberta, T7N 1P7",Phone: (780) 674-2787
65,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1562,Operated by GREATER NORTH FOUNDATION,Lodge,LACALTA LODGE,71,9118 Beaverhill Road,PO Box 900,"Lac La Biche , Alberta, T0A 2C0",Phone: (780) 623-4364
66,https://standardsandlicensing.alberta.ca/detail_page.html?ID=920,Operated by LACOMBE FOUNDATION,Lodge,LACOMBE SENIOR CITIZENS LODGE,120,4508 C & E Trail,,"Lacombe , Alberta, T4L 1V9",Phone: (403) 782-3811
67,https://standardsandlicensing.alberta.ca/detail_page.html?ID=3126,Operated by GRANDE SPIRIT FOUNDATION,Lodge,LAKEVIEW,200,9432 113 Avenue,,"Clairmont , Alberta, T8X 0T2",Phone: (587) 771-9432
68,https://standardsandlicensing.alberta.ca/detail_page.html?ID=893,Operated by GEF SENIORS HOUSING,Lodge,MCQUEEN PLACE LODGE,132,10938 142 Street NW,,"Edmonton , Alberta, T5N 2P8",Phone: (780) 454-6350
69,https://standardsandlicensing.alberta.ca/detail_page.html?ID=894,Operated by GEF SENIORS HOUSING,Lodge,MEADOWLARK LODGE,64,8609 161 Street NW,,"Edmonton , Alberta, T5R 5X9",Phone: (780) 454-6350
70,https://standardsandlicensing.alberta.ca/detail_page.html?ID=3132,Operated by WESTWINDS COMMUNITIES,Lodge,MEDICINE TREE MANOR,140,901A MacLeod Trail SW,Medicine Tree Manor I & II,"High River , Alberta, T1V 1C3",Phone: (403) 652-8600
71,https://standardsandlicensing.alberta.ca/detail_page.html?ID=948,Operated by NEWELL HOUSING FOUNDATION,Lodge,NEWBROOK LODGE,178,500 3 Street E,,"Brooks , Alberta, T1R 1P6",Phone: (403) 363-2401
72,https://standardsandlicensing.alberta.ca/detail_page.html?ID=3089,Operated by HOMELAND HOUSING,Lodge,NORTH RIDGE LODGE,45,21 Mont Clare Place,,"St. Albert , Alberta, T8N 5Z4",Phone: (780) 460-0445
73,https://standardsandlicensing.alberta.ca/detail_page.html?ID=895,Operated by GEF SENIORS HOUSING,Lodge,OTTEWELL PLACE LODGE,130,6207 92 Ave NW,,"Edmonton , Alberta, T6B 0S3",Phone: (780) 469-7482
74,https://standardsandlicensing.alberta.ca/detail_page.html?ID=851,Operated by ACADIA FOUNDATION,Lodge,OYEN LODGE,60,310 2 Street West,,"Oyen , Alberta, T0J 2J0",Phone: (403) 664-3661
75,https://standardsandlicensing.alberta.ca/detail_page.html?ID=863,Operated by CASTOR AND DISTRICT HOUSING AUTHORITY,Lodge,PAINTEARTH LODGE,74,4501 55 Avenue,Box 209,"Castor , Alberta, T0C 0X0",Phone: (403) 882-3244
76,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1017,Operated by COUNTY OF STETTLER HOUSING AUTHORITY,Lodge,PARAGON PLACE,85,5011 55 St,,"Stettler , Alberta, T0C 2L2",Phone: (403) 742-6195
77,https://standardsandlicensing.alberta.ca/detail_page.html?ID=3433,Operated by THE EVERGREENS FOUNDATION,Lodge,PARKLAND LODGE,125,4619 9 Avenue,,"Edson , Alberta, T7E 1R7",Phone: (780) 723-3522
78,https://standardsandlicensing.alberta.ca/detail_page.html?ID=958,Operated by BRIDGES COMMUNITY LIVING,Lodge,PARKVALE LODGE,69,4277 46A Avenue,,"Red Deer , Alberta, T4N 6T6",Phone: (403) 343-0688
79,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1624,Operated by BETHANY NURSING HOME OF CAMROSE,Lodge,PEACE HILLS LODGE,85,4501 60 Street,,"Wetaskiwin , Alberta, T9A 1X7",Phone: (780) 312-7700
80,https://standardsandlicensing.alberta.ca/detail_page.html?ID=3526,Operated by CROWSNEST PASS SENIOR HOUSING,Lodge,PEAKS TO PINES SENIOR LODGE,89,8633 22nd Ave,PO Box 580,"Coleman , Alberta, T0K 0M0",Phone: (403) 562-2102
81,https://standardsandlicensing.alberta.ca/detail_page.html?ID=3090,Operated by HOMELAND HOUSING,Lodge,PEMBINA LODGE,150,10247 104 Street,,"Westlock , Alberta, T7P 1V4",Phone: (780) 349-3600
82,https://standardsandlicensing.alberta.ca/detail_page.html?ID=909,Operated by GREEN ACRES FOUNDATION,Lodge,PEMMICAN LODGE,100,102 5 Avenue South,,"Lethbridge , Alberta, T1J 0S9",Phone: (403) 328-4127
83,https://standardsandlicensing.alberta.ca/detail_page.html?ID=932,Operated by MARQUIS FOUNDATION,Lodge,PETER DAWSON LODGE,52,614 1 Street North,Box 750,"Vulcan , Alberta, T0L 2B0",Phone: (403) 485-2636
84,https://standardsandlicensing.alberta.ca/detail_page.html?ID=982,Operated by THE EVERGREENS FOUNDATION,Lodge,PINE VALLEY LODGE,130,177 Boutin Avenue,,"Hinton , Alberta, T7V 2E3",Phone: (780) 865-7366 EXT: 2
85,https://standardsandlicensing.alberta.ca/detail_page.html?ID=959,Operated by BRIDGES COMMUNITY LIVING,Lodge,PINES LODGE AND SUPPORTIVE LIVING,86,52 Piper Drive,,"Red Deer , Alberta, T4P 1H8",Phone: (403) 343-0656
86,https://standardsandlicensing.alberta.ca/detail_page.html?ID=927,Operated by LLOYDMINSTER REGION HOUSING GROUP,Lodge,PIONEER LODGE,150,5722 50 Street,,"Lloydminster , Alberta, T9V 0N6",Phone: (780) 875-3382 EXT: 6
87,https://standardsandlicensing.alberta.ca/detail_page.html?ID=888,Operated by GRANDE SPIRIT FOUNDATION,Lodge,PIONEER LODGE,52,9508 100 Avenue,,"Grande Prairie , Alberta, T8V 0T1",Phone: (780) 532-2901
88,https://standardsandlicensing.alberta.ca/detail_page.html?ID=3332,Operated by WILLOW CREEK FOUNDATION,Lodge,PIONEER LODGE,50,660 28 Street,PO Box 790,"Fort Macleod , Alberta, T0L 0Z0",Phone: (403) 553-3662
89,https://standardsandlicensing.alberta.ca/detail_page.html?ID=910,Operated by GREEN ACRES FOUNDATION,Lodge,PIYAMI LODGE / PIYAMI PLACE,46,300 Rogers Avenue,,"Picture Butte , Alberta, T0K 1V0",Phone: (403) 732-4811
90,https://standardsandlicensing.alberta.ca/detail_page.html?ID=924,Operated by LEDUC REGIONAL HOUSING FOUNDATION,Lodge,PLANEVIEW PLACE,135,5105 52 Avenue,,"Leduc , Alberta, T9E 8P1",Phone: (780) 986-2835
91,https://standardsandlicensing.alberta.ca/detail_page.html?ID=949,Operated by NEWELL HOUSING FOUNDATION,Lodge,PLAYFAIR LODGE,40,315 7 St,PO Box 215,"Bassano , Alberta, T0J 0B0",Phone: (304) 363-2401
92,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1591,Operated by GREATER NORTH FOUNDATION,Lodge,PLEASANT VALLEY LODGE,70,4102 50 Street,,"Athabasca , Alberta, T9S 0A6",Phone: (780) 675-1178
93,https://standardsandlicensing.alberta.ca/detail_page.html?ID=886,Operated by FORTY MILE FOUNDATION,Lodge,PLEASANT VIEW LODGE,62,1039 1 Street East,Bag 6700,"Bow Island , Alberta, T0K 0G0",Phone: (403) 545-2161
94,https://standardsandlicensing.alberta.ca/detail_page.html?ID=889,Operated by GRANDE SPIRIT FOUNDATION,Lodge,PLEASANT VIEW LODGE,44,5230 44 Avenue,,"Spirit River , Alberta, T0H 3G0",Phone: (780) 864-3766
95,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1637,Operated by LAC STE. ANNE FOUNDATION,Lodge,PLEASANT VIEW LODGE,51,4407 42A Avenue,PO Box 299,"Mayerthorpe , Alberta, T0E 1N0",Phone: (780) 786-2393
96,https://standardsandlicensing.alberta.ca/detail_page.html?ID=913,Operated by HEART RIVER HOUSING,Lodge,PLEASANTVIEW LODGE,103,4600 Pleasant View Drive,Box 909,"High Prairie , Alberta, T0G 1E0",Phone: (780) 523-3235
97,https://standardsandlicensing.alberta.ca/detail_page.html?ID=896,Operated by GEF SENIORS HOUSING,Lodge,PLEASANTVIEW PLACE LODGE,65,5210 110 Street NW,,"Edmonton , Alberta, T6H 5K1",Phone: (780) 437-7061
98,https://standardsandlicensing.alberta.ca/detail_page.html?ID=961,Operated by PORCUPINE HILLS SENIORS FOUNDATION,Lodge,PORCUPINE HILLS LODGE,42,5312 5th Street East,PO Box 790,"Claresholm , Alberta, T0L 0T0",Phone: (403) 625-3988 EXT: 5
99,https://standardsandlicensing.alberta.ca/detail_page.html?ID=848,Operated by RIDGE COUNTRY HOUSING,Lodge,PRAIRIE ROSE LODGE,45,117 3 Avenue NW,PO Box 489,"Milk River , Alberta, T0K 1M0",Phone: (403) 647-3531
100,https://standardsandlicensing.alberta.ca/detail_page.html?ID=897,Operated by GEF SENIORS HOUSING,Lodge,QUEEN ALEXANDRA LODGE,65,10825 77 Avenue NW,,"Edmonton , Alberta, T6E 6C5",Phone: (780) 433-5165
101,https://standardsandlicensing.alberta.ca/detail_page.html?ID=914,Operated by HEART RIVER HOUSING,Lodge,RED WILLOW LODGE,100,5403 48 Street,PO Box 1110,"Valleyview , Alberta, T0H 3N0",Phone: (780) 524-5554
102,https://standardsandlicensing.alberta.ca/detail_page.html?ID=3377,Operated by RIDGE COUNTRY HOUSING,Lodge,RIDGEVIEW LODGE,50,40 East 300 South,,"Raymond , Alberta, T0K 2S0",Phone: (403) 752-3683 EXT: 3
103,https://standardsandlicensing.alberta.ca/detail_page.html?ID=3318,Operated by RIMOKA HOUSING FOUNDATION,Lodge,RIMBEY VALLEY VIEW MANOR,90,4417 Rimstone Drive,,"Rimbey , Alberta, T0C 2J0",Phone: (403) 843-2376
104,https://standardsandlicensing.alberta.ca/detail_page.html?ID=968,Operated by ROCKY VIEW FOUNDATION,Lodge,ROCKY VIEW LODGE,65,1220 Hammond Avenue,Box 159,"Crossfield , Alberta, T0M 0S0",Phone: (403) 946-5615
105,https://standardsandlicensing.alberta.ca/detail_page.html?ID=859,Operated by BETHANY NURSING HOME OF CAMROSE,Lodge,ROSEALTA LODGE,125,4318 53 Street,,"Camrose , Alberta, T4V 4G3",Phone: (780) 679-0851
106,https://standardsandlicensing.alberta.ca/detail_page.html?ID=898,Operated by GEF SENIORS HOUSING,Lodge,ROSSLYN PLACE LODGE,126,10915 134 Avenue NW,,"Edmonton , Alberta, T5E 1G4",Phone: (780) 473-2915
107,https://standardsandlicensing.alberta.ca/detail_page.html?ID=994,Operated by WOOD BUFFALO HOUSING AND DEVELOPMENT CORPORATION,Lodge,ROTARY HOUSE,42,10116 Fraser Avenue,,"Fort Mcmurray , Alberta, T9H 5E9",Phone: (587) 601-1676
108,https://standardsandlicensing.alberta.ca/detail_page.html?ID=883,Operated by WESTWINDS COMMUNITIES,Lodge,SANDSTONE LODGE,56,101 Centre Court,,"Okotoks , Alberta, T1S 1Y4",Phone: (403) 938-6404
109,https://standardsandlicensing.alberta.ca/detail_page.html?ID=862,Operated by BRAZEAU FOUNDATION,Lodge,SHANGRI-LA LODGE,83,5208 47 Avenue,,"Drayton Valley , Alberta, T7A 1N7",Phone: (780) 542-2712
110,https://standardsandlicensing.alberta.ca/detail_page.html?ID=939,Operated by SILVERA FOR SENIORS,Lodge,SHAWNESSY COMMUNITY,81,30 Shannon Place SW,,"Calgary , Alberta, T2Y 2B3",Phone: (403) 256-4036
111,https://standardsandlicensing.alberta.ca/detail_page.html?ID=972,Operated by HEARTLAND HOUSING FOUNDATION,Lodge,SILVER BIRCH LODGE,224,910 Bison Way,,"Sherwood Park , Alberta, T8H 2C4",Phone: (780) 400-3601
112,https://standardsandlicensing.alberta.ca/detail_page.html?ID=942,Operated by MOSQUITO CREEK FOUNDATION,Lodge,SILVER WILLOW LODGE,93,2007 22 Avenue,,"Nanton , Alberta, T0L 1R0",Phone: (403) 646-2660 EXT: 229
113,https://standardsandlicensing.alberta.ca/detail_page.html?ID=3096,Operated by HOMELAND HOUSING,Lodge,SMITHFIELD LODGE,120,10203 97 Street,,"Westlock , Alberta, T7P 2H1",Phone: (780) 349-4123
114,https://standardsandlicensing.alberta.ca/detail_page.html?ID=940,Operated by SILVERA FOR SENIORS,Lodge,SPRUCE COMMUNITY,133,1055 Bow Valley Drive NE,,"Calgary , Alberta, T2E 8A9",Phone: (403) 266-2630
