,link,operator,facility,name,bed,address_1,address_2,cityline,phone
58,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1195,Operated by ALBERTA HEALTH SERVICES,Long Term Care Accommodation,DEVON GENERAL HOSPITAL,14,101 Erie Street South,,"Devon , Alberta, T9G 1A6",Phone: (780) 342-7005
59,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1196,Operated by PARK PLACE SENIORS LIVING INC.,Long Term Care Accommodation,DEVONSHIRE CARE CENTRE,132,1808 142 St NW,,"Edmonton , Alberta, T6R 3H2",Phone: (780) 665-8050
60,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1210,Operated by CAPITAL CARE GROUP INC.,Long Term Care Accommodation,DIANE AND IRVING KIPNES CENTRE FOR VETERANS,120,4470 McCrae Avenue,,"Edmonton , Alberta, T5E 6M6",Phone: (780) 341-2301
61,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1173,Operated by ALBERTA HEALTH SERVICES,Long Term Care Accommodation,DIDSBURY DISTRICT HEALTH SERVICES,21,1210 20 Avenue,,"Didsbury , Alberta, T0M 0W0",Phone: (403) 335-2524
62,https://standardsandlicensing.alberta.ca/detail_page.html?ID=3527,Operated by ALBERTA HEALTH SERVICES,Long Term Care Accommodation,DR. COOKE CONTINUING CARE,50,3915 56 Avenue,Bag 1007,"Lloydminster , Alberta, T9V 1N9",Phone: (780) 871-7900
63,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1058,Operated by ALBERTA HEALTH SERVICES,Long Term Care Accommodation,DR. W. R. KEIR - BARRHEAD CONTINUING CARE CENTRE,99,5336 59 Avenue,,"Barrhead , Alberta, T7N 1L2",Phone: (780) 674-4506
64,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1123,Operated by ALBERTA HEALTH SERVICES,Long Term Care Accommodation,DRAYTON VALLEY HOSPITAL AND CARE CENTRE,50,4550 Madsen Avenue,,"Drayton Valley , Alberta, T7A 1N8",Phone: (780) 514-7181
65,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1124,Operated by ALBERTA HEALTH SERVICES,Long Term Care Accommodation,DRUMHELLER HEALTH CENTRE,87,351 9 Street NW,,"Drumheller , Alberta, T0J 0Y1",Phone: (403) 820-7245
66,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1055,Operated by CHANTELLE MANAGEMENT LTD.,Long Term Care Accommodation,EDITH CAVELL CARE CENTRE,120,1255 5 Avenue South,,"Lethbridge , Alberta, T1J 0V6",Phone: (403) 328-6631
67,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1197,Operated by LEECARING COMMUNITIES,Long Term Care Accommodation,EDMONTON CHINATOWN CARE CENTRE,97,9539 102A Avenue,,"Edmonton , Alberta, T5H 0G2",Phone: (780) 429-0888 EXT: 222
68,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1198,Operated by COVENANT HEALTH,Long Term Care Accommodation,EDMONTON GENERAL CONTINUING CARE,449,11111 Jasper Ave NW,,"Edmonton , Alberta, T5K 0L4",Phone: (780) 342-8496
69,https://standardsandlicensing.alberta.ca/detail_page.html?ID=3077,Operated by ALBERTA HEALTH SERVICES,Long Term Care Accommodation,EDSON HEALTHCARE CENTRE,19,3825 6 Avenue,,"Edson , Alberta, T7E 0C5",Phone: (780) 725-6193
70,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1063,Operated by ALBERTA HEALTH SERVICES,Long Term Care Accommodation,ELK POINT HEALTHCARE CENTRE,30,5221 52 Avenue,(Alternate Address: 5310 50 Avenue),"Elk Point , Alberta, T0A 1A0",Phone: (780) 724-6325
71,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1057,Operated by EXTENDICARE (CANADA) INC.,Long Term Care Accommodation,EXTENDICARE ATHABASCA,50,4517 53 Street,(Box 119),"Athabasca , Alberta, T9S 1K4",Phone: (780) 675-2291
72,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1060,Operated by EXTENDICARE (CANADA) INC.,Long Term Care Accommodation,EXTENDICARE BONNYVILLE,50,4602 47 Avenue,,"Bonnyville , Alberta, T9N 2E8",Phone: (780) 826-3341
73,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1157,Operated by EXTENDICARE (CANADA) INC.,Long Term Care Accommodation,EXTENDICARE CEDARS VILLA,248,3330 8 Ave SW,,"Calgary , Alberta, T3C 0E7",Phone: (403) 289-0236
74,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1628,Operated by EXTENDICARE (CANADA) INC.,Long Term Care Accommodation,EXTENDICARE EAUX CLAIRES,204,16503 95 Street,,"Edmonton , Alberta, T5Z 0G7",Phone: (780) 472-1106
75,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1054,Operated by EXTENDICARE (CANADA) INC.,Long Term Care Accommodation,EXTENDICARE FORT MACLEOD,49,654 29 Street,Box 189,"Fort Macleod , Alberta, T0L 0Z0",Phone: (403) 553-3955
76,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1159,Operated by EXTENDICARE (CANADA) INC.,Long Term Care Accommodation,EXTENDICARE HILLCREST,112,1512 8 Avenue NW,,"Calgary , Alberta, T2N 1C1",Phone: (403) 289-0236
77,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1200,Operated by EXTENDICARE (CANADA) INC.,Long Term Care Accommodation,EXTENDICARE HOLYROOD (SOUTH),74,8008 95 Avenue,,"Edmonton , Alberta, T6C 2T1",Phone: (780) 469-1307
78,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1199,Operated by EXTENDICARE (CANADA) INC.,Long Term Care Accommodation,EXTENDICARE LEDUC,79,4309 50 Street,Box 280,"Leduc , Alberta, T9E 6K6",Phone: (780) 986-2245
79,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1066,Operated by EXTENDICARE (CANADA) INC.,Long Term Care Accommodation,EXTENDICARE MAYERTHORPE,50,4706 54 Street,Box 569,"Mayerthorpe , Alberta, T0E 1N0",Phone: (780) 786-2211
80,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1567,Operated by EXTENDICARE (CANADA) INC.,Long Term Care Accommodation,EXTENDICARE MICHENER HILL,219,12 Michener Boulevard,,"Red Deer , Alberta, T4P 0M1",Phone: (403) 348-0340 EXT: 8229
81,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1072,Operated by EXTENDICARE (CANADA) INC.,Long Term Care Accommodation,EXTENDICARE ST. PAUL,76,4614 47 Avenue,Box 886,"St. Paul , Alberta, T0A 3A3",Phone: (780) 645-3375
82,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1117,Operated by EXTENDICARE (CANADA) INC.,Long Term Care Accommodation,EXTENDICARE VIKING,60,5020 57 Avenue,Box 430,"Viking , Alberta, T0B 4N0",Phone: (780) 336-4790
83,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1145,Operated by EXTENDICARE (CANADA) INC.,Long Term Care Accommodation,EXTENDICARE VULCAN,46,715 2 Avenue South,Box 810,"Vulcan , Alberta, T0L 2B0",Phone: (403) 485-2022
84,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1178,Operated by ALBERTA HEALTH SERVICES,Long Term Care Accommodation,FAIRVIEW HEALTH COMPLEX (CONTINUING CARE CENTRE),64,10628 110 Street,,"Fairview , Alberta, T0H 1L0",Phone: (780) 835-6161
85,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1160,Operated by FATHER LACOMBE CARE SOCIETY,Long Term Care Accommodation,FATHER LACOMBE CARE CENTRE,114,270 Providence Boulevard SE,,"Calgary , Alberta, T2X 0V6",Phone: (587) 393-1350
86,https://standardsandlicensing.alberta.ca/detail_page.html?ID=3022,Operated by COVENANT CARE,Long Term Care Accommodation,FOYER LACOMBE,12,1 St. Vital Avenue,,"St. Albert , Alberta, T8N 1K1",Phone: (780) 929-9000
87,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1070,Operated by ALBERTA HEALTH SERVICES,Long Term Care Accommodation,GEORGE MCDOUGALL - SMOKY LAKE HEALTHCARE CENTRE,23,4212 55 Avenue,,"Smoky Lake , Alberta, T0A 3C0",Phone: (780) 656-3034
88,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1165,Operated by TRAVOIS HOLDINGS LTD.,Long Term Care Accommodation,GLAMORGAN NURSING HOME,52,105 Galbraith Drive SW,,"Calgary , Alberta, T3E 4Z5",Phone: (403) 242-5911
89,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1479,Operated by THE GOOD SAMARITAN SOCIETY (A LUTHERAN SOCIAL SERVICE ORGANIZATION),Long Term Care Accommodation,GOOD SAMARITAN SOCIETY CLEARWATER CENTRE,40,5615 - 60 Street,,"Rocky Mountain House , Alberta, T4T 1W2",Phone: (780) 431-3773
90,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1202,Operated by THE GOOD SAMARITAN SOCIETY (A LUTHERAN SOCIAL SERVICE ORGANIZATION),Long Term Care Accommodation,GOOD SAMARITAN SOCIETY DR. GERALD ZETTER,198,9649 - 71 Ave NW,,"Edmonton , Alberta, T6E 5J2",Phone: (780) 431-3773
91,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1203,Operated by THE GOOD SAMARITAN SOCIETY (A LUTHERAN SOCIAL SERVICE ORGANIZATION),Long Term Care Accommodation,GOOD SAMARITAN SOCIETY MILLWOODS CENTRE,60,101 Youville Drive East,,"Edmonton , Alberta, T6L 7A4",Phone: (780) 431-3773
92,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1204,Operated by THE GOOD SAMARITAN SOCIETY (A LUTHERAN SOCIAL SERVICE ORGANIZATION),Long Term Care Accommodation,GOOD SAMARITAN SOCIETY PEMBINA VILLAGE,40,5225 - 50 Street,,"Evansburg , Alberta, T0E 0T0",Phone: (780) 431-3773
93,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1044,Operated by THE GOOD SAMARITAN SOCIETY (A LUTHERAN SOCIAL SERVICE ORGANIZATION),Long Term Care Accommodation,GOOD SAMARITAN SOCIETY SOUTH RIDGE VILLAGE (THE),80,550 Spruce Way SE,,"Medicine Hat , Alberta, T1B 4P1",Phone: (403) 627-1900 EXT: 5622
94,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1205,Operated by THE GOOD SAMARITAN SOCIETY (A LUTHERAN SOCIAL SERVICE ORGANIZATION),Long Term Care Accommodation,GOOD SAMARITAN SOCIETY SOUTHGATE,226,4225 - 107 Street NW,,"Edmonton , Alberta, T6J 2P1",Phone: (780) 431-3773
95,https://standardsandlicensing.alberta.ca/detail_page.html?ID=3469,Operated by ALBERTA HEALTH SERVICES,Long Term Care Accommodation,GRANDE CACHE COMMUNITY HEALTH COMPLEX,4,10200 Shand Avenue,PO Box 629,"Grande Cache , Alberta, T0E 0Y0",Phone: (780) 827-3701
96,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1667,Operated by CHANTELLE MANAGEMENT LTD.,Long Term Care Accommodation,GRANDE PRAIRIE CARE CENTRE,60,9705 94 Avenue,,"Grande Prairie , Alberta, T8V 3A2",Phone: (780) 532-3525
97,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1181,Operated by ALBERTA HEALTH SERVICES,Long Term Care Accommodation,GRIMSHAW/BERWYN AND DISTRICT COMMUNITY HEALTH CENTRE,19,5621 Wilcox Road,Box 648,"Grimshaw , Alberta, T0H 1W0",Phone: (780) 835-6161
98,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1126,Operated by ALBERTA HEALTH SERVICES,Long Term Care Accommodation,HANNA HEALTH CENTRE,61,904 Centre Street North,,"Hanna , Alberta, T0J 1P0",Phone: (403) 854-5267
99,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1207,Operated by PARK PLACE SENIORS LIVING INC.,Long Term Care Accommodation,HARDISTY CARE CENTRE,146,6420 101 Avenue,,"Edmonton , Alberta, T6A 0H5",Phone: (780) 469-9101
100,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1096,Operated by ALBERTA HEALTH SERVICES,Long Term Care Accommodation,HARDISTY HEALTH CENTRE,14,4531 47 Avenue,Box 269,"Hardisty , Alberta, T0B 1V0",Phone: (780) 888-8302
101,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1174,Operated by ALBERTA HEALTH SERVICES,Long Term Care Accommodation,HIGH RIVER GENERAL HOSPITAL,50,560 9 Avenue SW,,"High River , Alberta, T1V 1B3",Phone: (403) 601-1764
102,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1182,Operated by ALBERTA HEALTH SERVICES,Long Term Care Accommodation,HYTHE CONTINUING CARE CENTRE,30,10307 100 Street,PO Box 100,"Hythe , Alberta, T0H 2C0",Phone: (780) 356-3818
